Unnamed: 0,height,img_name,label,width,x,y,file_path
52.0,72.0,n1012.mha,1,52.0,136.0,365.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n1012.png
53.0,38.0,n0457.mha,1,25.0,832.0,640.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0457.png
54.0,36.0,n0980.mha,1,41.0,186.0,281.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0980.png
55.0,28.0,n0725.mha,1,27.0,757.0,726.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0725.png
56.0,36.0,n0631.mha,1,55.0,179.0,667.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0631.png
57.0,73.0,n0327.mha,1,59.0,134.0,764.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0327.png
58.0,67.0,n0282.mha,1,67.0,718.0,540.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0282.png
59.0,56.0,n0282.mha,1,56.0,315.0,267.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0282.png
60.0,65.0,n0282.mha,1,67.0,811.0,593.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0282.png
61.0,88.0,n0288.mha,1,89.0,277.0,475.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0288.png
62.0,72.0,n0288.mha,1,61.0,297.0,665.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0288.png
63.0,27.0,n1132.mha,1,39.0,257.0,700.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n1132.png
64.0,60.0,n1132.mha,1,71.0,166.0,662.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n1132.png
65.0,29.0,n1132.mha,1,42.0,261.0,342.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n1132.png
66.0,49.0,n0379.mha,1,40.0,762.0,356.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0379.png
67.0,59.0,n0139.mha,1,59.0,212.0,475.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0139.png
68.0,67.0,n0901.mha,1,64.0,710.0,541.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0901.png
69.0,44.0,n0901.mha,1,44.0,241.0,403.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0901.png
70.0,52.0,n0901.mha,1,37.0,122.0,662.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0901.png
71.0,41.0,n0798.mha,1,38.0,799.0,670.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0798.png
72.0,99.0,n0200.mha,1,79.0,716.0,381.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0200.png
73.0,44.0,n0200.mha,1,60.0,171.0,594.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0200.png
74.0,64.0,n0200.mha,1,62.0,126.0,734.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0200.png
75.0,43.0,n0460.mha,1,41.0,706.0,389.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0460.png
76.0,59.0,n0309.mha,1,62.0,351.0,294.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0309.png
77.0,75.0,n0309.mha,1,61.0,277.0,488.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0309.png
78.0,25.0,n1080.mha,1,20.0,268.0,488.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n1080.png
79.0,42.0,n0505.mha,1,43.0,276.0,576.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0505.png
80.0,38.0,n0637.mha,1,35.0,302.0,541.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0637.png
81.0,46.0,n0637.mha,1,35.0,680.0,271.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0637.png
82.0,53.0,n0637.mha,1,43.0,755.0,370.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0637.png
83.0,89.0,n0353.mha,1,70.0,308.0,462.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0353.png
84.0,60.0,n0353.mha,1,58.0,362.0,407.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0353.png
85.0,45.0,n0129.mha,1,43.0,815.0,753.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0129.png
86.0,37.0,n0129.mha,1,32.0,285.0,391.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0129.png
87.0,41.0,n0129.mha,1,36.0,707.0,512.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0129.png
88.0,36.0,n1010.mha,1,34.0,178.0,738.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n1010.png
89.0,57.0,n0384.mha,1,75.0,722.0,442.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0384.png
90.0,46.0,n0493.mha,1,49.0,732.0,466.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0493.png
91.0,65.0,n0881.mha,1,67.0,367.0,251.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0881.png
92.0,50.0,n0873.mha,1,46.0,383.0,747.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0873.png
93.0,55.0,n0873.mha,1,60.0,314.0,785.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0873.png
94.0,89.0,n0123.mha,1,83.0,264.0,587.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0123.png
95.0,71.0,n0123.mha,1,62.0,131.0,712.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0123.png
96.0,92.0,n0550.mha,1,97.0,607.0,541.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0550.png
97.0,58.0,n0271.mha,1,46.0,281.0,639.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0271.png
98.0,81.0,n0969.mha,1,64.0,332.0,460.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0969.png
99.0,65.0,n0731.mha,1,49.0,855.0,625.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0731.png
100.0,43.0,n0447.mha,1,30.0,593.0,333.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0447.png
101.0,47.0,n0194.mha,1,53.0,179.0,767.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0194.png
102.0,37.0,n0241.mha,1,33.0,815.0,645.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0241.png
103.0,51.0,n0683.mha,1,44.0,169.0,523.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0683.png
104.0,39.0,n0199.mha,1,31.0,851.0,745.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0199.png
105.0,36.0,n0764.mha,1,36.0,759.0,591.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0764.png
106.0,32.0,n0629.mha,1,32.0,875.0,594.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0629.png
107.0,40.0,n0747.mha,1,32.0,753.0,429.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0747.png
108.0,114.0,n0933.mha,1,140.0,220.0,251.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0933.png
109.0,136.0,n0933.mha,1,135.0,207.0,492.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0933.png
110.0,32.0,n0743.mha,1,32.0,890.0,779.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0743.png
111.0,51.0,n0047.mha,1,36.0,261.0,364.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0047.png
112.0,60.0,n0176.mha,1,59.0,233.0,509.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0176.png
113.0,60.0,n0097.mha,1,58.0,709.0,598.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0097.png
114.0,33.0,n0267.mha,1,23.0,762.0,321.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0267.png
115.0,43.0,n0267.mha,1,54.0,206.0,600.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0267.png
116.0,39.0,n0267.mha,1,38.0,798.0,554.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0267.png
117.0,42.0,n0233.mha,1,46.0,239.0,554.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0233.png
118.0,58.0,n0514.mha,1,71.0,234.0,363.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0514.png
119.0,40.0,n0104.mha,1,34.0,761.0,326.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0104.png
120.0,18.0,n0999.mha,1,29.0,268.0,633.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0999.png
121.0,32.0,n0999.mha,1,38.0,276.0,425.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0999.png
122.0,34.0,n0944.mha,1,27.0,852.0,581.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0944.png
123.0,27.0,n0944.mha,1,26.0,191.0,602.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0944.png
124.0,42.0,n0302.mha,1,36.0,812.0,729.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0302.png
125.0,70.0,n0565.mha,1,63.0,390.0,663.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0565.png
126.0,26.0,n0627.mha,1,30.0,783.0,716.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0627.png
127.0,51.0,n0655.mha,1,71.0,349.0,301.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0655.png
128.0,78.0,n0655.mha,1,68.0,374.0,346.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0655.png
129.0,47.0,n0336.mha,1,34.0,780.0,396.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0336.png
130.0,87.0,n1030.mha,1,69.0,682.0,319.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n1030.png
131.0,56.0,n0699.mha,1,49.0,801.0,464.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0699.png
132.0,51.0,n0951.mha,1,51.0,180.0,592.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0951.png
133.0,63.0,n0008.mha,1,60.0,407.0,676.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0008.png
134.0,48.0,n0412.mha,1,54.0,275.0,297.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0412.png
135.0,66.0,n0412.mha,1,77.0,170.0,698.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0412.png
136.0,45.0,n0013.mha,1,34.0,141.0,720.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0013.png
137.0,54.0,n1058.mha,1,50.0,801.0,566.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n1058.png
138.0,46.0,n1058.mha,1,45.0,272.0,562.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n1058.png
139.0,36.0,n0102.mha,1,50.0,844.0,732.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0102.png
140.0,90.0,n0486.mha,1,95.0,746.0,577.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0486.png
141.0,44.0,n0548.mha,1,57.0,210.0,697.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0548.png
142.0,46.0,n0548.mha,1,43.0,868.0,757.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0548.png
143.0,31.0,n0065.mha,1,36.0,383.0,659.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0065.png
144.0,44.0,n0065.mha,1,41.0,237.0,672.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0065.png
145.0,127.0,n0531.mha,1,102.0,634.0,334.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0531.png
146.0,89.0,n0531.mha,1,76.0,756.0,581.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0531.png
147.0,75.0,n0531.mha,1,66.0,209.0,503.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0531.png
148.0,29.0,n0056.mha,1,27.0,853.0,647.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0056.png
149.0,42.0,n0056.mha,1,48.0,881.0,691.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0056.png
150.0,70.0,n0417.mha,1,71.0,188.0,673.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0417.png
151.0,94.0,n1014.mha,1,82.0,204.0,310.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n1014.png
152.0,61.0,n1014.mha,1,30.0,183.0,482.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n1014.png
153.0,105.0,n1014.mha,1,94.0,251.0,507.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n1014.png
154.0,54.0,n0195.mha,1,52.0,164.0,556.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0195.png
155.0,56.0,n0860.mha,1,66.0,329.0,360.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0860.png
156.0,18.0,n0563.mha,1,19.0,833.0,616.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0563.png
157.0,53.0,n0634.mha,1,56.0,785.0,618.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0634.png
158.0,86.0,n0914.mha,1,72.0,663.0,278.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0914.png
159.0,78.0,n0914.mha,1,67.0,258.0,524.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0914.png
160.0,138.0,n0914.mha,1,107.0,717.0,206.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0914.png
161.0,41.0,n0815.mha,1,35.0,756.0,614.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0815.png
162.0,40.0,n0481.mha,1,44.0,843.0,531.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0481.png
163.0,57.0,n1087.mha,1,61.0,665.0,306.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n1087.png
164.0,55.0,n0023.mha,1,38.0,234.0,345.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0023.png
165.0,65.0,n0963.mha,1,65.0,831.0,675.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0963.png
166.0,91.0,n0297.mha,1,89.0,751.0,676.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0297.png
167.0,41.0,n0198.mha,1,39.0,245.0,551.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0198.png
168.0,34.0,n0580.mha,1,49.0,252.0,376.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0580.png
169.0,40.0,n0226.mha,1,41.0,739.0,459.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0226.png
170.0,35.0,n1123.mha,1,32.0,88.0,791.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n1123.png
171.0,40.0,n0921.mha,1,59.0,326.0,308.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0921.png
172.0,35.0,n0921.mha,1,62.0,306.0,492.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0921.png
173.0,40.0,n0921.mha,1,56.0,196.0,477.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0921.png
174.0,17.0,n0861.mha,1,21.0,280.0,593.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0861.png
175.0,51.0,n0231.mha,1,50.0,290.0,413.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0231.png
176.0,44.0,n0825.mha,1,36.0,689.0,518.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0825.png
177.0,52.0,n0820.mha,1,53.0,806.0,713.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0820.png
178.0,103.0,n0443.mha,1,108.0,763.0,524.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0443.png
179.0,54.0,n0817.mha,1,43.0,659.0,271.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0817.png
180.0,58.0,n0817.mha,1,43.0,708.0,553.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0817.png
181.0,58.0,n0817.mha,1,57.0,220.0,599.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0817.png
182.0,78.0,n0902.mha,1,90.0,284.0,602.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0902.png
183.0,156.0,n0611.mha,1,102.0,364.0,272.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0611.png
184.0,48.0,n0611.mha,1,50.0,181.0,491.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0611.png
185.0,120.0,n0611.mha,1,103.0,812.0,631.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0611.png
186.0,67.0,n0831.mha,1,68.0,679.0,236.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0831.png
187.0,89.0,n0831.mha,1,97.0,607.0,348.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0831.png
188.0,54.0,n0060.mha,1,42.0,413.0,154.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0060.png
189.0,35.0,n0273.mha,1,37.0,232.0,363.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0273.png
190.0,121.0,n0159.mha,1,101.0,294.0,464.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0159.png
191.0,74.0,n0159.mha,1,66.0,190.0,678.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0159.png
192.0,54.0,n0159.mha,1,57.0,350.0,706.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0159.png
193.0,48.0,n0842.mha,1,50.0,315.0,273.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0842.png
194.0,70.0,n0358.mha,1,70.0,351.0,873.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0358.png
195.0,39.0,n0358.mha,1,46.0,176.0,515.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0358.png
196.0,28.0,n0836.mha,1,36.0,138.0,568.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0836.png
197.0,74.0,n0976.mha,1,55.0,850.0,514.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0976.png
198.0,56.0,n0976.mha,1,51.0,362.0,448.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/n0976.png
